,day,jurisdiction,NPI,S,E,P,I,A,R,D
2662,190,2,4,516439,1817,1923,2290,1150,55589,275
2663,190,3,5,18936,60,60,98,46,1405,9
2664,190,4,4,724984,2193,2354,2653,1449,76194,383
2665,190,5,5,63442,159,211,311,175,6730,32
2666,190,6,5,418914,957,1113,1681,889,42285,220
2667,190,7,5,144952,306,346,564,287,15861,90
2668,190,8,5,1465347,3316,3698,5732,3042,150893,753
2669,190,9,5,12751,70,63,102,57,1208,10
2670,190,10,4,649004,2285,2324,2755,1475,68089,311
2671,190,11,3,476583,1675,1491,1528,795,48747,246
2672,190,12,5,718543,1543,1852,2831,1426,74735,361
2673,190,13,5,770379,2693,3161,3635,1942,80306,402
2674,191,0,4,204495,701,697,897,464,21741,127
2675,191,1,5,116732,284,314,475,269,10965,58
2676,191,2,4,515964,1824,1902,2315,1175,56028,277
2677,191,3,5,18926,53,61,95,42,1428,9
2678,191,4,4,724371,2246,2281,2707,1462,76760,385
2679,191,5,5,63406,150,212,287,173,6800,32
2680,191,6,5,418707,924,1078,1627,877,42626,222
2681,191,7,5,144874,300,338,529,292,15983,91
2682,191,8,5,1464536,3232,3678,5560,2967,152055,758
2683,191,9,5,12739,60,67,100,56,1229,10
2684,191,10,4,648438,2261,2376,2772,1471,68614,315
2685,191,11,3,476090,1705,1576,1567,798,49083,248
2686,191,12,5,718174,1510,1803,2727,1426,75290,364
2687,191,13,5,769830,2553,3065,3683,1939,81046,403
2688,192,0,4,204319,712,679,884,477,21924,127
2689,192,1,5,116681,265,317,468,264,11044,58
2690,192,2,4,515490,1833,1851,2364,1183,56487,278
2691,192,3,5,18910,62,52,95,42,1444,9
2692,192,4,4,723772,2278,2251,2740,1481,77305,387
2693,192,5,5,63359,160,193,305,161,6850,32
2694,192,6,5,418513,880,1047,1572,855,42972,224
2695,192,7,5,144805,302,331,513,275,16090,91
2696,192,8,5,1463791,3151,3606,5388,2892,153200,762
2697,192,9,5,12729,54,64,101,57,1246,10
2698,192,10,4,647888,2224,2319,2801,1523,69177,318
2699,192,11,3,475606,1764,1629,1594,834,49392,249
2700,192,12,5,717784,1544,1703,2656,1411,75832,364
2701,192,13,5,769281,2422,2970,3694,1973,81776,405
2702,193,0,4,204150,709,675,900,487,22074,127
2703,193,1,5,116608,264,319,454,248,11146,58
2704,193,2,4,514998,1825,1899,2304,1195,56987,279
2705,193,3,5,18898,58,51,91,44,1463,9
2706,193,4,4,723204,2238,2300,2751,1472,77862,389
2707,193,5,5,63312,168,176,311,153,6908,32
2708,193,6,5,418298,868,993,1563,838,43279,226
2709,193,7,5,144736,296,314,509,281,16180,91
2710,193,8,5,1463041,3061,3586,5217,2779,154344,768
2711,193,9,5,12712,60,61,105,55,1258,10
2712,193,10,4,647319,2202,2317,2812,1524,69758,323
2713,193,11,3,475099,1804,1681,1651,864,49720,250
2714,193,12,5,717444,1480,1695,2563,1380,76368,368
2715,193,13,5,768795,2308,2834,3712,1945,82522,409
2716,194,0,4,203959,701,711,896,486,22242,127
2717,194,1,5,116542,265,305,432,245,11250,60
2718,194,2,4,514489,1871,1873,2329,1194,57452,280
2719,194,3,5,18888,55,48,92,43,1479,9
2720,194,4,4,722607,2207,2351,2780,1448,78434,393
2721,194,5,5,63270,172,176,307,143,6960,32
2722,194,6,5,418082,857,982,1521,822,43575,227
2723,194,7,5,144667,293,315,500,269,16272,91
2724,194,8,5,1462343,2967,3453,5113,2755,155397,777
2725,194,9,5,12696,59,58,102,61,1275,10
2726,194,10,4,646743,2204,2324,2828,1564,70269,328
2727,194,11,3,474582,1826,1753,1715,898,50045,252
2728,194,12,5,717075,1457,1678,2482,1347,76891,371
2729,194,13,5,768295,2206,2721,3683,1914,83297,411
2730,195,0,4,203774,696,736,906,477,22406,127
2731,195,1,5,116471,262,296,427,237,11346,61
2732,195,2,4,513973,1875,1930,2329,1194,57907,281
2733,195,3,5,18881,47,54,91,38,1494,9
2734,195,4,4,721988,2277,2333,2811,1441,78977,398
2735,195,5,5,63233,157,169,308,142,7019,32
2736,195,6,5,417882,840,948,1478,817,43874,227
2737,195,7,5,144608,275,323,472,263,16375,92
2738,195,8,5,1461652,2862,3395,4991,2698,156430,779
2739,195,9,5,12686,54,60,101,60,1290,10
2740,195,10,4,646124,2226,2322,2866,1575,70819,329
2741,195,11,3,474052,1872,1758,1783,938,50416,256
2742,195,12,5,716728,1431,1632,2433,1298,77408,371
2743,195,13,5,767812,2149,2609,3625,1891,84030,412
2744,196,0,4,203567,698,763,918,457,22592,128
2745,196,1,3,116407,257,301,419,218,11437,62
2746,196,2,5,513517,1867,1923,2317,1186,58398,283
2747,196,3,3,18870,50,44,92,35,1514,9
2748,196,4,4,721405,2255,2368,2821,1450,79528,400
2749,196,5,4,63188,173,154,293,143,7077,32
2750,196,6,4,417700,805,924,1431,792,44187,229
2751,196,7,3,144541,264,319,464,244,16484,92
2752,196,8,3,1460932,2853,3295,4909,2630,157409,781
2753,196,9,4,12670,61,51,97,58,1314,10
2754,196,10,4,645544,2209,2333,2885,1548,71413,333
2755,196,11,4,473500,1950,1795,1854,953,50767,257
2756,196,12,3,716383,1389,1615,2385,1245,77913,375
2757,196,13,5,767357,2016,2549,3595,1851,84748,414
2758,197,0,4,203378,679,763,935,476,22764,128
2759,197,1,3,116306,298,290,410,212,11523,63
2760,197,2,5,513212,1675,1888,2363,1190,58880,285
2761,197,3,3,18841,70,43,87,34,1530,9
2762,197,4,4,720809,2269,2340,2787,1480,80142,404
2763,197,5,4,63152,169,151,282,134,7140,33
2764,197,6,4,417361,942,902,1407,765,44462,231
2765,197,7,3,144421,319,288,474,239,16575,92
2766,197,8,3,1459531,3501,3231,4778,2581,158406,784
2767,197,9,4,12657,53,61,99,52,1329,11
2768,197,10,4,644917,2300,2265,2910,1524,72016,336
2769,197,11,4,473018,1944,1857,1856,988,51156,257
2770,197,12,3,715745,1674,1603,2317,1178,78413,377
2771,197,13,5,766859,1955,2477,3529,1837,85459,419
2772,198,0,4,203177,704,742,943,492,22937,130
2773,198,1,3,116195,335,291,411,214,11593,63
2774,198,2,5,512879,1588,1847,2354,1196,59344,286
2775,198,3,3,18819,72,53,88,34,1539,9
2776,198,4,4,720178,2288,2387,2779,1461,80734,405
2777,198,5,4,63098,181,151,278,131,7189,34
2778,198,6,4,417098,947,947,1346,745,44756,234
2779,198,7,3,144304,360,289,472,229,16662,92
2780,198,8,3,1458242,3896,3342,4706,2464,159378,787
2781,198,9,4,12641,58,54,94,49,1355,11
2782,198,10,4,644291,2284,2327,2917,1502,72611,341
2783,198,11,4,472604,1837,1899,1954,988,51537,260
2784,198,12,3,715122,1868,1628,2252,1170,78890,379
2785,198,13,5,766390,1919,2348,3508,1815,86136,425
2786,199,0,4,202969,715,758,945,500,23108,133
2787,199,1,3,116079,367,304,397,207,11685,63
2788,199,2,5,512531,1502,1815,2308,1199,59853,288
2789,199,3,3,18800,78,50,83,38,1556,9
2790,199,4,4,719594,2294,2393,2801,1462,81283,411
2791,199,5,4,63035,206,155,266,130,7236,35
2792,199,6,4,416803,1012,934,1308,735,45047,236
2793,199,7,3,144159,417,304,448,222,16766,93
2794,199,8,3,1456951,4165,3519,4623,2432,160338,792
2795,199,9,4,12628,52,61,88,44,1378,11
2796,199,10,4,643725,2228,2342,2939,1499,73199,343
2797,199,11,4,472164,1808,1907,2024,950,51966,261
2798,199,12,3,714474,2058,1706,2154,1139,79399,384
2799,199,13,5,765949,1887,2291,3383,1758,86848,429
2800,200,0,4,202766,721,767,959,515,23267,135
2801,200,1,3,115960,386,332,394,207,11760,63
2802,200,2,5,512227,1415,1747,2291,1190,60338,291
2803,200,3,3,18772,77,70,75,36,1575,10
2804,200,4,4,719014,2279,2403,2808,1489,81834,414
2805,200,5,4,62996,189,174,260,122,7287,36
2806,200,6,4,416534,995,969,1303,714,45324,237
2807,200,7,3,144051,436,324,441,219,16845,93
2808,200,8,3,1455558,4447,3709,4606,2417,161291,799
2809,200,9,4,12620,50,53,85,44,1399,11
2810,200,10,4,643114,2268,2338,2932,1513,73767,347
2811,200,11,4,471723,1771,1896,2074,994,52361,264
2812,200,12,3,713880,2108,1822,2143,1148,79829,386
2813,200,13,5,765541,1786,2197,3334,1741,87517,431
2814,201,0,4,202545,752,773,924,527,23474,135
2815,201,1,3,115850,417,323,393,208,11848,63
2816,201,2,5,511937,1333,1680,2311,1181,60766,295
2817,201,3,3,18745,83,77,79,42,1579,10
2818,201,4,4,718421,2302,2348,2839,1520,82397,417
2819,201,5,4,62957,179,184,259,116,7333,36
2820,201,6,4,416270,1023,962,1282,722,45580,238
2821,201,7,3,143914,470,345,445,225,16917,93
2822,201,8,3,1454276,4521,4057,4565,2428,162181,806
2823,201,9,4,12604,47,56,81,45,1418,11
2824,201,10,4,642587,2207,2350,2930,1501,74357,350
2825,201,11,4,471297,1730,1882,2120,1017,52773,266
2826,201,12,3,713200,2221,1913,2212,1153,80231,391
2827,201,13,5,765073,1803,2077,3241,1712,88210,437
2828,202,0,4,202366,745,767,938,519,23660,136
2829,202,1,3,115739,424,343,408,209,11916,64
2830,202,2,5,511643,1274,1617,2278,1160,61236,296
2831,202,3,3,18726,82,82,79,45,1591,10
2832,202,4,4,717820,2286,2384,2815,1503,83019,419
2833,202,5,4,62907,177,197,241,111,7395,36
2834,202,6,4,415978,1072,976,1246,719,45848,240
2835,202,7,3,143788,476,376,437,234,17005,94
2836,202,8,3,1452969,4687,4185,4628,2475,163084,813
2837,202,9,4,12588,52,55,75,41,1440,11
2838,202,10,4,641951,2259,2348,2891,1547,74936,352
2839,202,11,4,470832,1746,1856,2142,1056,53187,269
2840,202,12,3,712537,2315,1998,2241,1142,80697,395
2841,202,13,5,764659,1748,2015,3177,1672,88845,440
2842,203,0,4,202151,766,792,944,514,23828,137
2843,203,1,3,115618,432,374,403,218,11994,65
2844,203,2,5,511336,1264,1542,2236,1139,61691,298
2845,203,3,3,18701,87,81,83,51,1602,10
2846,203,4,4,717213,2254,2414,2815,1527,83604,423
2847,203,5,4,62863,175,195,235,113,7447,36
2848,203,6,4,415709,1055,1012,1237,697,46129,240
2849,203,7,3,143659,486,396,445,225,17105,94
2850,203,8,3,1451585,4842,4445,4622,2491,164043,817
2851,203,9,4,12573,51,60,73,41,1453,11
2852,203,10,4,641347,2283,2329,2893,1560,75520,354
2853,203,11,5,470408,1730,1838,2169,1065,53609,271
2854,203,12,3,711857,2365,2158,2262,1171,81117,399
2855,203,13,5,764231,1712,1978,3086,1615,89494,442
2856,204,0,4,201975,730,795,964,511,24020,137
2857,204,1,3,115509,443,370,436,212,12069,65
2858,204,2,5,511022,1266,1478,2171,1126,62145,299
2859,204,3,3,18677,84,84,82,59,1619,10
2860,204,4,4,716578,2278,2421,2812,1559,84179,426
2861,204,5,4,62805,188,197,236,109,7493,36
2862,204,6,4,415415,1055,1065,1219,693,46392,240
2863,204,7,3,143529,499,423,451,227,17187,95
2864,204,8,3,1450254,4941,4576,4725,2569,164963,822
2865,204,9,4,12551,60,57,74,42,1467,11
2866,204,10,4,640770,2238,2389,2879,1511,76145,354
2867,204,11,5,470117,1560,1836,2155,1098,54053,273
2868,204,12,3,711196,2457,2165,2324,1203,81585,400
2869,204,13,5,763845,1681,1918,3011,1555,90106,451
2870,205,0,4,201789,727,775,981,511,24212,137
2871,205,1,3,115379,465,384,435,231,12145,65
2872,205,2,5,510737,1203,1462,2124,1126,62556,301
2873,205,3,3,18652,87,86,82,57,1641,10
2874,205,4,4,715955,2283,2449,2780,1571,84789,429
2875,205,5,4,62765,184,182,242,110,7545,37
2876,205,6,4,415135,1045,1095,1231,704,46629,241
2877,205,7,3,143398,497,461,452,228,17280,95
2878,205,8,3,1448763,5078,4815,4828,2625,165919,826
2879,205,9,4,12536,55,70,67,34,1489,11
2880,205,10,4,640198,2199,2419,2864,1526,76726,360
2881,205,11,5,469802,1504,1761,2145,1099,54508,276
2882,205,12,3,710529,2480,2291,2347,1211,82072,403
2883,205,13,5,763428,1675,1852,2878,1525,90758,453
2884,206,0,4,201581,726,775,962,513,24438,140
2885,206,1,3,115251,469,408,439,241,12231,65
2886,206,2,5,510459,1152,1416,2081,1103,62997,302
2887,206,3,3,18633,79,93,86,56,1658,10
2888,206,4,4,715368,2255,2456,2810,1582,85356,429
2889,206,5,4,62715,181,191,236,110,7595,37
2890,206,6,4,414861,1040,1095,1253,713,46877,241
2891,206,7,3,143282,480,486,464,224,17380,95
2892,206,8,3,1447340,5186,4956,4974,2682,166890,828
2893,206,9,4,12520,60,61,73,38,1499,11
2894,206,10,4,639616,2234,2369,2846,1529,77338,362
2895,206,11,5,469499,1412,1721,2140,1120,54927,276
2896,206,12,3,709806,2567,2361,2394,1250,82552,406
2897,206,13,5,763058,1611,1836,2771,1477,91363,458
2898,207,0,4,201370,727,778,964,537,24619,140
2899,207,1,3,115105,493,446,424,241,12330,65
2900,207,2,5,510157,1179,1363,2021,1063,63425,302
2901,207,3,3,18607,86,90,89,59,1674,10
2902,207,4,4,714731,2312,2435,2801,1589,85959,433
2903,207,5,4,62654,197,200,226,109,7642,37
2904,207,6,4,414573,1093,1065,1241,711,47156,242
2905,207,7,3,143104,520,506,483,233,17470,96
2906,207,8,3,1445875,5279,5096,5050,2749,167979,830
2907,207,9,4,12501,63,57,73,41,1516,11
2908,207,10,4,639061,2195,2372,2866,1527,77911,365
2909,207,11,5,469210,1330,1667,2115,1108,55389,279
2910,207,12,3,709040,2693,2375,2482,1291,83049,408
2911,207,13,5,762723,1500,1807,2676,1462,91948,463
2912,208,0,4,201154,749,773,964,536,24819,141
2913,208,1,3,114980,491,474,450,225,12419,65
2914,208,2,5,509874,1149,1372,1938,1028,63847,304
2915,208,3,3,18577,90,94,90,60,1694,10
2916,208,4,4,714115,2336,2405,2872,1580,86519,435
2917,208,5,4,62605,203,190,239,109,7682,37
2918,208,6,4,414312,1062,1076,1238,729,47422,244
2919,208,7,3,142955,538,527,494,238,17564,96
2920,208,8,3,1444373,5388,5238,5152,2839,169038,833
2921,208,9,4,12489,53,64,74,36,1535,11
2922,208,10,4,638481,2203,2373,2858,1516,78501,367
2923,208,11,5,468928,1255,1594,2104,1117,55821,280
2924,208,12,3,708296,2720,2529,2524,1305,83556,408
2925,208,13,5,762347,1481,1695,2679,1415,92499,465
2926,209,0,4,200963,742,760,964,538,25028,142
2927,209,1,3,114842,512,477,471,226,12511,65
2928,209,2,5,509586,1116,1352,1920,1022,64212,306
2929,209,3,3,18553,90,94,90,67,1711,10
2930,209,4,4,713467,2343,2421,2895,1591,87110,436
2931,209,5,4,62542,209,192,238,120,7727,37
2932,209,6,4,414048,1048,1092,1246,727,47678,247
2933,209,7,3,142791,550,529,534,269,17643,97
2934,209,8,3,1442794,5497,5411,5321,2886,170119,839
2935,209,9,4,12476,48,64,77,30,1556,11
2936,209,10,4,637839,2283,2327,2872,1525,79086,371
2937,209,11,5,468629,1205,1541,2052,1102,56290,284
2938,209,12,3,707545,2773,2633,2555,1331,84093,413
2939,209,13,5,761995,1454,1659,2560,1391,93057,467
2940,210,0,5,200767,739,762,964,551,25212,142
2941,210,1,4,114705,521,503,488,226,12596,67
2942,210,2,4,509328,1070,1301,1890,1007,64612,307
2943,210,3,4,18517,98,96,90,69,1735,10
2944,210,4,4,712854,2372,2402,2903,1618,87678,439
2945,210,5,4,62500,187,209,232,124,7776,37
2946,210,6,3,413782,1045,1080,1283,720,47929,248
2947,210,7,4,142635,576,519,562,273,17751,97
2948,210,8,4,1441176,5660,5531,5506,2953,171202,843
2949,210,9,5,12461,52,63,73,32,1570,11
2950,210,10,5,637268,2261,2336,2852,1529,79686,373
2951,210,11,5,468357,1173,1498,1993,1085,56713,290
2952,210,12,4,706751,2810,2736,2665,1371,84597,415
2953,210,13,3,761642,1425,1613,2496,1372,93568,467
2954,211,0,5,200627,676,791,953,533,25415,142
2955,211,1,4,114608,473,516,511,235,12696,67
2956,211,2,4,508927,1199,1254,1843,963,65022,310
2957,211,3,4,18502,91,107,93,63,1749,10
2958,211,4,4,712209,2391,2436,2916,1630,88245,442
2959,211,5,4,62442,199,208,226,122,7831,37
2960,211,6,3,413414,1140,1068,1297,703,48217,248
2961,211,7,4,142523,530,554,583,273,17853,98
2962,211,8,4,1439965,5386,5643,5730,3033,172271,847
2963,211,9,5,12452,49,62,67,38,1583,11
2964,211,10,5,636906,1995,2378,2796,1543,80314,376
2965,211,11,5,468081,1146,1433,1988,1040,57131,293
2966,211,12,4,706066,2752,2813,2780,1430,85089,417
2967,211,13,3,760966,1741,1590,2423,1298,94098,470
2968,212,0,5,200470,649,779,946,536,25615,143
2969,212,1,4,114481,480,522,503,249,12804,69
2970,212,2,4,508554,1256,1270,1771,939,65418,313
2971,212,3,4,18472,95,105,95,65,1773,11
2972,212,4,4,711580,2386,2424,2968,1609,88860,446
2973,212,5,4,62381,204,220,222,121,7880,37
2974,212,6,3,413049,1197,1083,1283,715,48512,251
2975,212,7,4,142389,509,554,621,287,17956,98
2976,212,8,4,1438679,5281,5644,5873,3126,173425,859
2977,212,9,5,12447,38,64,67,35,1600,11
2978,212,10,5,636524,1880,2294,2754,1554,80926,379
2979,212,11,5,467786,1146,1373,1931,1037,57546,293
2980,212,12,4,705413,2685,2839,2834,1476,85683,421
2981,212,13,3,760328,1946,1623,2357,1295,94567,473
2982,213,0,5,200341,599,748,959,541,25807,143
2983,213,1,4,114356,482,505,528,278,12890,70
2984,213,2,4,508168,1316,1278,1751,927,65768,314
2985,213,3,4,18447,98,90,107,70,1793,11
2986,213,4,4,710976,2408,2403,2944,1606,89490,448
2987,213,5,4,62327,214,214,210,125,7938,37
2988,213,6,3,412686,1239,1142,1283,713,48776,251
2989,213,7,4,142251,512,564,611,285,18093,100
2990,213,8,4,1437334,5260,5626,5978,3210,174620,864
2991,213,9,5,12439,40,54,72,33,1613,11
2992,213,10,5,636139,1788,2210,2767,1539,81489,381
2993,213,11,5,467492,1148,1328,1892,1005,57954,295
2994,213,12,4,704746,2650,2803,2959,1563,86209,424
2995,213,13,3,759660,2095,1738,2323,1235,95065,476
2996,214,0,5,200220,559,733,957,522,26004,146
2997,214,1,4,114230,504,464,561,302,12978,71
2998,214,2,4,507798,1377,1257,1706,924,66146,317
2999,214,3,4,18425,102,86,101,69,1822,11
3000,214,4,4,710318,2427,2450,2922,1623,90087,451
3001,214,5,4,62282,194,214,225,129,7984,37
3002,214,6,3,412329,1255,1193,1323,704,49035,251
3003,214,7,4,142105,516,548,649,287,18211,100
3004,214,8,4,1436013,5233,5634,6063,3225,175860,867
3005,214,9,5,12428,39,53,72,38,1621,11
3006,214,10,5,635735,1722,2144,2743,1525,82063,387
3007,214,11,5,467209,1135,1296,1825,1012,58342,296
3008,214,12,4,704125,2605,2760,3071,1589,86780,429
3009,214,13,3,758995,2177,1887,2315,1205,95537,478
3010,215,0,5,200094,554,683,969,508,26187,148
3011,215,1,4,114128,472,485,561,296,13097,71
3012,215,2,4,507437,1389,1284,1701,900,66497,317
3013,215,3,4,18400,100,94,102,65,1844,11
3014,215,4,4,709690,2408,2503,2925,1604,90697,454
3015,215,5,4,62210,197,233,219,137,8032,37
3016,215,6,3,411927,1309,1230,1339,738,49296,252
3017,215,7,4,141972,518,541,642,293,18350,101
3018,215,8,4,1434675,5207,5603,6187,3264,177092,875
3019,215,9,5,12416,41,47,75,39,1633,11
3020,215,10,5,635365,1643,2062,2747,1494,82621,388
3021,215,11,5,466949,1061,1312,1791,1017,58689,298
3022,215,12,4,703421,2642,2752,3146,1578,87391,432
3023,215,13,3,758293,2318,1969,2341,1195,96000,478
3024,216,0,5,199974,534,661,937,496,26393,148
3025,216,1,4,113980,518,479,556,290,13216,71
3026,216,2,4,507087,1380,1310,1721,890,66820,317
3027,216,3,4,18378,96,104,98,51,1878,11
3028,216,4,4,709029,2420,2529,2921,1632,91296,455
3029,216,5,4,62177,187,226,218,147,8073,37
3030,216,6,3,411533,1372,1269,1352,741,49572,252
3031,216,7,4,141843,493,564,665,294,18457,101
3032,216,8,4,1433324,5229,5567,6283,3329,178296,886
3033,216,9,5,12403,41,50,70,41,1646,11
3034,216,10,5,634998,1599,1914,2737,1519,83165,390
3035,216,11,5,466674,1062,1273,1773,1018,59019,300
3036,216,12,4,702724,2636,2795,3134,1620,88021,437
3037,216,13,3,757561,2466,2060,2357,1214,96458,482
3038,217,0,5,199855,528,630,919,473,26590,149
3039,217,1,5,113839,527,505,555,284,13329,72
3040,217,2,4,506726,1369,1372,1703,897,67141,321
3041,217,3,5,18358,96,91,109,54,1897,11
3042,217,4,4,708368,2455,2536,2930,1624,91914,457
3043,217,5,4,62125,200,213,218,145,8127,37
3044,217,6,3,411144,1375,1352,1378,744,49846,254
3045,217,7,4,141722,503,525,679,292,18595,101
3046,217,8,5,1431967,5226,5548,6374,3410,179503,893
3047,217,9,5,12391,37,56,70,39,1658,11
3048,217,10,5,634578,1589,1881,2677,1477,83730,391
3049,217,11,5,466449,1013,1215,1731,1022,59389,302
3050,217,12,5,702040,2633,2746,3171,1678,88662,441
3051,217,13,3,756871,2518,2207,2382,1205,96933,487
3052,218,0,5,199740,510,610,898,469,26768,151
3053,218,1,5,113751,490,518,545,286,13449,73
3054,218,2,4,506334,1412,1388,1716,885,67473,322
3055,218,3,5,18350,83,91,107,57,1917,11
3056,218,4,4,707767,2413,2552,2961,1654,92480,459
3057,218,5,4,62069,203,217,208,141,8190,37
3058,218,6,3,410754,1411,1374,1392,765,50143,256
3059,218,7,4,141582,529,504,685,303,18713,101
3060,218,8,5,1431070,4758,5464,6458,3476,180802,897
3061,218,9,5,12380,33,57,65,39,1677,11
3062,218,10,5,634189,1546,1831,2646,1458,84262,392
3063,218,11,5,466211,1007,1151,1696,980,59774,304
3064,218,12,5,701603,2387,2746,3208,1674,89312,449
3065,218,13,3,756147,2557,2338,2448,1238,97388,487
3066,219,0,5,199599,522,581,884,460,26949,153
3067,219,1,5,113672,439,515,539,300,13574,73
3068,219,2,4,505989,1382,1412,1722,919,67784,325
3069,219,3,5,18337,81,80,109,60,1938,11
3070,219,4,4,707116,2428,2563,2973,1656,93091,460
3071,219,5,4,62016,204,224,213,144,8227,37
3072,219,6,3,410337,1468,1386,1417,798,50433,258
3073,219,7,4,141466,504,548,642,295,18861,101
3074,219,8,5,1430218,4391,5271,6511,3500,182137,906
3075,219,9,5,12369,38,45,67,37,1695,11
3076,219,10,5,633781,1563,1779,2602,1422,84785,394
3077,219,11,5,465962,987,1143,1646,932,60149,306
3078,219,12,5,701175,2184,2689,3221,1679,89982,452
3079,219,13,3,755401,2679,2372,2501,1288,97875,488
3080,220,0,5,199475,499,577,851,454,27139,155
3081,220,1,5,113575,420,492,565,306,13681,73
3082,220,2,4,505606,1409,1404,1754,904,68131,327
3083,220,3,5,18318,78,81,108,58,1962,11
3084,220,4,4,706485,2388,2602,2968,1681,93703,465
3085,220,5,4,61960,213,197,244,142,8272,37
3086,220,6,3,409919,1525,1392,1442,827,50734,258
3087,220,7,4,141335,511,520,649,302,18999,101
3088,220,8,5,1429328,4167,5059,6553,3506,183415,911
3089,220,9,5,12361,35,44,66,31,1714,11
3090,220,10,5,633451,1517,1696,2542,1419,85307,396
3091,220,11,5,465730,949,1105,1619,915,60501,307
3092,220,12,5,700722,2079,2563,3215,1715,90636,457
3093,220,13,3,754618,2777,2475,2562,1303,98381,490
3094,221,0,5,199350,479,581,823,432,27330,156
3095,221,1,5,113489,386,486,579,304,13795,73
3096,221,2,4,505225,1434,1420,1749,939,68441,329
3097,221,3,5,18293,83,79,106,65,1979,11
3098,221,4,4,705828,2480,2565,2965,1643,94346,469
3099,221,5,4,61915,192,200,261,147,8313,37
3100,221,6,3,409475,1553,1455,1494,823,51039,259
3101,221,7,4,141214,493,533,660,292,19124,102
3102,221,8,5,1428362,4102,4825,6496,3455,184788,916
3103,221,9,5,12347,38,45,60,30,1731,11
3104,221,10,5,633095,1488,1694,2446,1385,85824,398
3105,221,11,5,465518,929,1072,1572,897,60831,311
3106,221,12,5,700225,2024,2456,3233,1676,91316,461
3107,221,13,3,753814,2875,2570,2597,1379,98881,492
3108,222,0,5,199230,465,577,814,417,27492,156
3109,222,1,5,113405,371,455,580,313,13915,74
3110,222,2,4,504850,1433,1448,1751,910,68816,330
3111,222,3,5,18279,70,84,104,67,2001,11
3112,222,4,4,705208,2414,2632,2971,1667,94935,472
3113,222,5,4,61849,208,208,258,150,8355,37
3114,222,6,3,409027,1602,1474,1526,834,51376,260
3115,222,7,4,141088,497,526,652,296,19257,103
3116,222,8,5,1427491,3887,4747,6456,3377,186070,929
3117,222,9,5,12338,40,37,59,29,1748,11
3118,222,10,5,632754,1433,1688,2362,1372,86323,399
3119,222,11,5,465283,917,1024,1549,892,61154,312
3120,222,12,5,699780,1956,2354,3176,1681,91983,462
3121,222,13,3,753024,2899,2714,2684,1409,99386,493
3122,223,0,5,199123,440,568,805,396,27663,157
3123,223,1,5,113327,357,432,597,306,14020,74
3124,223,2,4,504480,1419,1454,1755,930,69170,331
3125,223,3,5,18265,63,88,106,62,2021,11
3126,223,4,4,704558,2425,2609,3017,1672,95546,475
3127,223,5,4,61782,217,218,258,145,8408,37
3128,223,6,3,408530,1682,1545,1560,847,51675,260
3129,223,7,4,140961,486,532,647,312,19378,103
3130,223,8,5,1426605,3735,4556,6365,3409,187358,938
3131,223,9,5,12328,43,31,63,31,1755,11
3132,223,10,5,632427,1382,1653,2292,1349,86829,401
3133,223,11,5,465080,885,1005,1516,864,61469,312
3134,223,12,5,699376,1797,2346,3130,1635,92646,463
3135,223,13,3,752192,2953,2825,2750,1470,99926,496
3136,224,0,4,199024,422,547,792,389,27821,158
3137,224,1,4,113231,358,413,596,314,14127,74
3138,224,2,3,504106,1454,1430,1753,940,69525,333
3139,224,3,4,18247,64,86,108,64,2036,11
3140,224,4,5,703881,2433,2623,3012,1693,96185,478
3141,224,5,4,61735,213,212,264,147,8457,37
3142,224,6,4,408013,1759,1606,1587,885,51989,262
3143,224,7,4,140851,451,558,629,313,19514,104
3144,224,8,5,1425709,3609,4511,6239,3272,188688,941
3145,224,9,2,12322,35,37,61,28,1768,11
3146,224,10,3,632086,1361,1634,2252,1326,87273,403
3147,224,11,3,464859,894,972,1447,831,61816,312
3148,224,12,5,698967,1714,2234,3114,1647,93254,464
3149,224,13,4,751370,3019,2860,2846,1520,100501,499
3150,225,0,4,198897,436,520,766,396,27980,159
3151,225,1,4,113111,380,395,598,311,14244,75
3152,225,2,3,503626,1545,1451,1767,959,69860,336
3153,225,3,4,18207,84,86,103,63,2062,11
3154,225,4,5,703475,2219,2616,3013,1697,96807,479
3155,225,5,4,61679,214,215,260,154,8506,37
3156,225,6,4,407671,1620,1684,1629,890,52345,265
3157,225,7,4,140725,456,559,631,304,19641,104
3158,225,8,5,1424839,3537,4307,6206,3201,189938,954
3159,225,9,2,12303,40,40,62,26,1780,11
3160,225,10,3,631461,1631,1580,2210,1311,87739,403
3161,225,11,3,464488,1042,943,1420,819,62107,315
3162,225,12,5,698552,1651,2157,3089,1633,93848,468
3163,225,13,4,750743,2823,2996,2952,1573,101029,501
3164,226,0,4,198725,494,496,732,396,28152,161
3165,226,1,4,113002,384,417,561,306,14369,75
3166,226,2,3,503145,1597,1531,1780,933,70222,340
3167,226,3,4,18183,81,89,104,64,2084,11
3168,226,4,5,703046,2072,2546,3037,1688,97438,484
3169,226,5,4,61612,239,197,267,151,8562,37
3170,226,6,4,407289,1592,1644,1697,937,52680,266
3171,226,7,4,140604,478,515,633,325,19761,104
3172,226,8,5,1424017,3465,4119,6054,3135,191238,959
3173,226,9,2,12280,53,41,64,24,1789,11
3174,226,10,3,630822,1827,1670,2153,1274,88186,404
3175,226,11,3,464056,1209,978,1381,771,62424,316
